Partial_Entity_Name,State,State_Short,Full_Entity_Name,Match_Status,Matched_Name,Confidence_Score,Match_Stage,Context_Notes,Top_3_Candidates
AUBURN CITY SCHOOLS,Alabama,AL,AL-AUBURN CITY SCHOOLS,Matched,AL- CITY SCHOOLS,0.8389,probable,,
YALE PUBLIC SCHOOLS,Michigan,MI,MI-YALE PUBLIC SCHOOLS,Matched,MI-ALMA PUBLIC SCHOOLS,0.8384,probable,,
ROBBINSDALE AREA PUBLIC SCHOOLS,Minnesota,MN,MN-ROBBINSDALE AREA PUBLIC SCHOOLS,Matched,MN-ROBBINSDALE PUBLIC SCHOOL DISTRICT,0.8373,probable,,
EAST WHITTIER SD,California,CA,CA-E WHITTIER SD,Matched,CA-WHITTIER UNION HIGH SCHOOL DISTRICT,0.8351,probable,,
BRIGHTON AREA SCHOOLS,Michigan,MI,MI-BRIGHTON AREA SCHOOLS,Matched,MI-BRIGHTON AREA SCHOOL DISTRICT,0.835,probable,,
MARQUETTE AREA SD,Michigan,MI,MI-MARQUETTE AREA SD,Matched,MI-HALE AREA SCHOOL DISTRICT,0.8337,probable,,
CHISAGO LAKES SD,Minnesota,MN,MN-CHISAGO LAKES SD,Matched,MN-SCHOOL DISTRICT 2144 CHISAGO LAKES,0.8333,probable,,
CALIFORNIA R-1 SD,Missouri,MO,MO-CALIFORNIA R-1 SD,Matched,MO-CAINSVILLE R-1 SCHOOL DISTRICT,0.8321,probable,,
SAN DIEGO COUNTY,California,CA,CA-SAN DIEGO COUNTY,Matched,CA-COUNTY OF SAN DIEGO,0.8321,probable,city_match: SAN DIEGO,
ANTELOPE VALLEY COMMUNITY COLLEGE DISTRICT,California,CA,CA-ANTELOPE VALLEY COMMUNITY COLLEGE DISTRICT,Matched,CA-LOS ANGELES COMMUNITY COLLEGE DISTRICT,0.8275,probable,,
CUMBERLAND REGIONAL HS,New Jersey,NJ,NJ-CUMBERLAND REGIONAL HS,Matched,NJ-CUMBERLAND REGIONAL SCHOOL DISTRICT,0.8273,probable,,
DECATUR CITY SCHOOLS,Georgia,GA,GA-DECATUR CITY SCHOOLS,Matched,GA-DECATUR CITY SCHOOL DISTRICT,0.8272,probable,,
LAKOTA LOCAL SCHOOLS,Ohio,OH,OH-LAKOTA LOCAL SCHOOLS,Matched,OH-LAKOTA LOCAL SCHOOL DISTRICT,0.8272,probable,,
BRAINTREE PUBLIC SCHOOLS,Massachusetts,MA,MA-BRAINTREE PUBLIC SCHOOLS,Matched,MA-LEE PUBLIC SCHOOLS,0.8265,probable,,
WATERVLIET CITY SCHOOLS,New York,NY,NY-WATERVLIET CITY SCHOOLS,Matched,NY-WATERVLIET SCHOOL DISTRICT,0.8259,probable,,
SAN BERNARDINO COMMUNITY COLLEGE DISTRICT,California,CA,CA-SAN BERNARDINO COMMUNITY COLLEGE DISTRICT,Matched,CA-SOLANO COMMUNITY COLLEGE DISTRICT,0.8244,probable,,
YELLOWSTONE COUNTY,Montana,MT,MT-YELLOWSTONE COUNTY,Matched,MT-COUNTY OF YELLOWSTONE,0.8244,probable,,
CITY OF VENTURA,California,CA,CA-CITY OF VENTURA,Matched,CA-COUNTY OF VENTURA,0.821,review,type_mismatch: CITY vs COUNTY,CA-COUNTY OF VENTURA (0.821) | CA-CITY OF TRACY (0.664) | CA-CITY OF VISTA (0.664)
PLAQUEMINES PARISH PUBLIC SCHOOLS,Louisiana,LA,LA-PLAQUEMINES PARISH PUBLIC SCHOOLS,Matched,LA-PLAQUEMINES PARISH SCHOOL BOARD,0.821,probable,,
BERNE-KNOX-WESTERLO CSD,New York,NY,NY-BERNE-KNOX-WESTERLO CSD,Matched,NY-BERNE-KNOX-WESTERLO CENTRAL SCHOOL,0.8206,probable,,
PITT COUNTY SCHOOLS,North Carolina,NC,NC-PITT COUNTY SCHOOLS,Matched,NC-PITT COUNTY SCHOOL DISTRICT,0.8193,probable,,
BEXLEY CITY SCHOOLS,Ohio,OH,OH-BEXLEY CITY SCHOOLS,Matched,OH-BEXLEY CITY SCHOOL DISTRICT,0.8193,probable,,
WAKE COUNTY SCHOOLS,North Carolina,NC,NC-WAKE COUNTY SCHOOLS,Matched,NC-WAKE COUNTY SCHOOL DISTRICT,0.8193,probable,,
PLAIN LOCAL SCHOOLS,Ohio,OH,OH-PLAIN LOCAL SCHOOLS,Matched,OH-PLAIN LOCAL SCHOOL DISTRICT,0.8193,probable,,
BURNET COUNTY,Texas,TX,TX-BURNET COUNTY,Matched,TX-COUNTY OF BURNET,0.8187,probable,,
YUMA ESD NO 1,Arizona,AZ,AZ-YUMA ESD # 1,Matched,AZ-ELOY ELEMENTARY SCHOOL DISTRICT 11,0.8187,probable,,
STANLEY COUNTY SCHOOLS,North Carolina,NC,NC-STANLEY COUNTY SCHOOLS,Matched,NC-STANLY COUNTY SCHOOL DISTRICT,0.8181,probable,,
CITY OF WEST SACRAMENTO,California,CA,CA-CITY OF W SACRAMENTO,Matched,CA-CITY OF SACRAMENTO,0.8178,review,city_mismatch: W SACRAMENTO vs SACRAMENTO,CA-CITY OF SACRAMENTO (0.818) | CA-COUNTY OF SACRAMENTO (0.805) | CA-CITY OF WEST SACRAMENTO (0.786)
CITY OF NORTH RICHLAND HILLS,Texas,TX,TX-CITY OF N RICHLAND HILLS,Matched,TX-CITY OF RICHLAND HILLS,0.8165,review,city_mismatch: N RICHLAND vs RICHLAND HILLS,TX-CITY OF RICHLAND HILLS (0.817) | TX-CITY OF NORTH RICHLAND HILLS (0.783) | TX-CITY OF RICHLAND (0.719)
CUMBERLAND COUNTY,Pennsylvania,PA,PA-CUMBERLAND COUNTY,Matched,PA-COUNTY OF CUMBERLAND,0.8153,probable,,
MAHWAH TOWNSHIP PUBLIC SCHOOLS,New Jersey,NJ,NJ-MAHWAH TOWNSHIP PUBLIC SCHOOLS,Matched,NJ-MIDDLE TOWNSHIP PUBLIC SCHOOL,0.814,probable,,
CITY OF SOUTH PORTLAND,Maine,ME,ME-CITY OF S PORTLAND,Matched,ME-CITY OF PORTLAND,0.8128,review,city_mismatch: S PORTLAND vs PORTLAND,ME-CITY OF PORTLAND (0.813) | ME-CITY OF SOUTH PORTLAND (0.768) | ME-TOWN OF POLAND (0.648)
CITY OF SOUTH PASADENA,California,CA,CA-CITY OF S PASADENA,Matched,CA-CITY OF PASADENA,0.8103,review,city_mismatch: S PASADENA vs PASADENA,CA-CITY OF PASADENA (0.810) | CA-CITY OF SOUTH PASADENA (0.773) | CA-CITY OF SALINAS (0.653)
CITY OF BELLA VISTA,Arkansas,AR,AR-CITY OF BELLA VISTA,Matched,AR-TOWN OF BELLA VISTA,0.8093,probable,,
CHARLESTON COUNTY,South Carolina,SC,SC-CHARLESTON COUNTY,Matched,SC-COUNTY OF CHARLESTON,0.8087,probable,,
ROCKFORD PUBLIC SCHOOLS 205,Illinois,IL,IL-ROCKFORD PUBLIC SCHOOLS 205,Matched,IL-ROCKFORD SCHOOL DISTRICT 205,0.8073,probable,,
BARNSTABLE COUNTY,Massachusetts,MA,MA-BARNSTABLE COUNTY,Matched,MA-COUNTY OF BARNSTABLE,0.807,probable,,
SPENCER-VAN ETTEN CSD,New York,NY,NY-SPENCER-VAN ETTEN CSD,Matched,NY-SPENCER VAN ETTEN CENTRAL SCHOOL,0.8065,probable,,
UNION COUNTY,Georgia,GA,GA-UNION COUNTY,Matched,GA-COUNTY OF UNION,0.8059,probable,,
MEXICO ACADEMY AND CSD,New York,NY,NY-MEXICO ACADEMY AND CSD,Matched,NY-MEXICO ACADEMY AND CENTRAL SCHOOLS,0.8048,probable,,
HAYS COUNTY,Texas,TX,TX-HAYS COUNTY,Matched,TX-COUNTY OF HAYS,0.8022,probable,,
MOORE COUNTY,North Carolina,NC,NC-MOORE COUNTY,Matched,NC-COUNTY OF MOORE,0.7996,probable,,
WEATHERFORD PUBLIC SCHOOLS,Oklahoma,OK,OK-WEATHERFORD PUBLIC SCHOOLS,Matched,OK-WEATHERFORD SCHOOL DISTRICT,0.7986,probable,,
GRAIN VALLEY R-V,Missouri,MO,MO-GRAIN VALLEY R-V,Matched,MO-GRAIN VALLEY R-V SCHOOL DISTRICT,0.7977,probable,,
CITY OF WEST LINN,Oregon,OR,OR-CITY OF W LINN,Matched,OR-CITY OF,0.7977,probable,,
MONTAUK PUBLIC SCHOOL,New York,NY,NY-MONTAUK PUBLIC SCHOOL,Matched,NY-PUBLIC SCHOOL 5,0.7974,probable,,
WICHITA SD,Kansas,KS,KS-WICHITA SD,Matched,KS-USD 259 WICHITA,0.7955,probable,,
SARPY COUNTY,Nebraska,NE,NE-SARPY COUNTY,Matched,NE-COUNTY OF SARPY,0.7942,probable,,
SARASOTA COUNTY,Florida,FL,FL-SARASOTA COUNTY,Matched,FL-COUNTY OF SARASOTA,0.7935,probable,,
VICTORIA COUNTY,Texas,TX,TX-VICTORIA COUNTY,Matched,TX-COUNTY OF VICTORIA,0.7935,probable,,
LOGAN COUNTY SCHOOLS,Kentucky,KY,KY-LOGAN COUNTY SCHOOLS,Matched,KY-MEADE COUNTY SCHOOLS,0.7933,probable,,
SALT LAKE COUNTY,Utah,UT,UT-SALT LAKE COUNTY,Matched,UT-COUNTY OF SALT LAKE,0.7929,probable,,
GLENBROOK HSD,Illinois,IL,IL-GLENBROOK HSD,Matched,IL-GLENBARD TOWNSHIP HIGH SCHOOL DISTRICT 87,0.7927,probable,,
POTTER COUNTY,Texas,TX,TX-POTTER COUNTY,Matched,TX-COUNTY OF POTTER,0.7924,probable,,
INOLA PUBLIC SCHOOLS,Oklahoma,OK,OK-INOLA PUBLIC SCHOOLS,Matched,OK-WILSON PUBLIC SCHOOLS,0.791,probable,,
ARLINGTON PUBLIC SCHOOLS,Virginia,VA,VA-ARLINGTON PUBLIC SCHOOLS,Matched,VA-NORTON CITY PUBLIC SCHOOLS,0.7906,probable,,
WASHINGTON COUNTY,Minnesota,MN,MN-WASHINGTON COUNTY,Matched,MN-COUNTY OF WASHINGTON,0.7903,probable,,
LAWRENCE PUBLIC LIBRARY DISTRICT,Illinois,IL,IL-LAWRENCE PUBLIC LIBRARY DISTRICT,Matched,IL-TOULON PUBLIC LIBRARY DISTRICT,0.7899,probable,,
KEWEENAW BAY OJIBWA COMMUNITY COLLEGE,Michigan,MI,MI-KEWEENAW BAY OJIBWA COMMUNITY COLLEGE,Matched,MI-BAY DE NOC COMMUNITY COLLEGE,0.7891,probable,,
MILWAUKEE COUNTY,Wisconsin,WI,WI-MILWAUKEE COUNTY,Matched,WI-COUNTY OF MILWAUKEE,0.7889,probable,,
GRANVILLE COUNTY,North Carolina,NC,NC-GRANVILLE COUNTY,Matched,NC-COUNTY OF GRANVILLE,0.7889,probable,,
DERBY PUBLIC SCHOOLS,Kansas,KS,KS-DERBY PUBLIC SCHOOLS,Matched,KS-ARGONIA PUBLIC SCHOOLS,0.7878,probable,,
BRECKSVILLE-BROADVIEW HEIGHTS CITY SD,Ohio,OH,OH-BRECKSVILLE-BROADVIEW HEIGHTS CITY SD,Matched,OH-BRECKSVILLE BROADVIEW HTS CSD,0.7872,probable,,
FORSYTH COUNTY,Georgia,GA,GA-FORSYTH COUNTY,Matched,GA-COUNTY OF FORSYTH,0.7865,probable,,
JOHNSON COUNTY,Iowa,IA,IA-JOHNSON COUNTY,Matched,IA-COUNTY OF JOHNSON,0.7865,probable,,
PRESTON COUNTY,West Virginia,WV,WV-PRESTON COUNTY,Matched,WV-COUNTY OF PRESTON,0.7865,probable,,
MOWER COUNTY,Minnesota,MN,MN-MOWER COUNTY,Matched,MN-COUNTY OF MOWER,0.7859,probable,,
SPALDING COUNTY,Georgia,GA,GA-SPALDING COUNTY,Matched,GA-COUNTY OF SPALDING,0.7859,probable,,
YORKVILLE SD 155,Illinois,IL,IL-YORKVILLE SD 155,Matched,IL-SKOKIE SCHOOL DISTRICT 68,0.7849,probable,,
WINNEBAGO COUNTY,Wisconsin,WI,WI-WINNEBAGO COUNTY,Matched,WI-COUNTY OF WINNEBAGO,0.7833,probable,,
SAUQUOIT VALLEY CSD,New York,NY,NY-SAUQUOIT VALLEY CSD,Matched,NY-SAUQUOIT VALLEY SCHOOL DISTRICT,0.7824,probable,,
DARKE COUNTY,Ohio,OH,OH-DARKE COUNTY,Matched,OH-COUNTY OF DARKE,0.7807,probable,,
FLATHEAD COUNTY,Montana,MT,MT-FLATHEAD COUNTY,Matched,MT-COUNTY OF FLATHEAD,0.78,probable,,
PEORIA COUNTY,Illinois,IL,IL-PEORIA COUNTY,Matched,IL-COUNTY OF PEORIA,0.7794,probable,,
NAPERVILLE PARK DISTRICT,Illinois,IL,IL-NAPERVILLE PARK DISTRICT,Matched,IL-NORRIDGE PARK DISTRICT,0.7787,probable,,
SAN JOS EVERGREEN COMMUNITY COLLEGE,California,CA,CA-SAN JOS EVERGREEN COMMUNITY COLLEGE,Matched,CA-SAN JOSE CITY COLLEGE SAN JOSE EVERGREEN CCD,0.7785,probable,,
SANTA ROSA JUNIOR COLLEGE,California,CA,CA-SANTA ROSA JUNIOR COLLEGE,Matched,CA-SANTA ROSA JUNIOR COLLEGE SONOMA COUNTY CCD,0.7775,probable,city_match: SANTA ROSA,
HILLSDALE COUNTY,Michigan,MI,MI-HILLSDALE COUNTY,Matched,MI-HILLSDALE COMMUNITY SCHOOLS,0.7768,probable,,
UNION-ENDICOTT CSD,New York,NY,NY-UNION-ENDICOTT CSD,Matched,NY-UNION-ENDICOTT SCHOOL DISTRICT,0.7757,probable,,
SHARON-MUTUAL PUBLIC SCHOOLS,Oklahoma,OK,OK-SHARON-MUTUAL PUBLIC SCHOOLS,Matched,OK-SHARON-MUTUAL SCHOOL DISTRICT,0.7723,probable,,
NORRIS SD 140,Nebraska,NE,NE-NORRIS SD 140,Matched,NE-SANDHILLS SCHOOL DISTRICT 71,0.7717,probable,,
GLENCOE PUBLIC LIBRARY,Illinois,IL,IL-GLENCOE PUBLIC LIBRARY,Matched,IL-PENN PUBLIC LIBRARY,0.7713,probable,,
MOUNTAIN VIEWS SUPERVISORY UNION,Vermont,VT,VT-MOUNTAIN VIEWS SUPERVISORY UNION,Matched,VT-RUTLAND-WINDSOR SUPERVISORY UNION,0.7712,probable,,
CENTRAL MARIN FIRE AUTHORITY,California,CA,CA-CENTRAL MARIN FIRE AUTHORITY,Matched,CA-CENTRAL COAST WATER AUTHORITY,0.7707,probable,,
FAIRFIELD COUNTY,South Carolina,SC,SC-FAIRFIELD COUNTY,Matched,SC-COUNTY OF FAIRFIELD,0.7699,probable,,
HOOKSETT SCHOOL DISTRICT - SAU 15,New Hampshire,NH,NH-HOOKSETT SCHOOL DISTRICT - SAU 15,Matched,NH-LONDONDERRY SCHOOL DISTRICT SAU 12,0.7666,probable,,
STRONGVIEW SCHOOLS,Ohio,OH,OH-STRONGVIEW SCHOOLS,Matched,OH-STRONGSVILLE OP PRESCHOOL,0.7663,probable,,
OSCEOLA COUNTY,Florida,FL,FL-OSCEOLA COUNTY,Matched,FL-COUNTY OF OSCEOLA,0.7635,probable,,
SUNY MARITIME,New York,NY,NY-SUNY MARITIME,Matched,NY-SUNY ITEC,0.7635,probable,,
YAVAPAI COUNTY,Arizona,AZ,AZ-YAVAPAI COUNTY,Matched,AZ-COUNTY OF YAVAPAI,0.7615,probable,,
GEORGE-LITTLE ROCK CSD,Iowa,IA,IA-GEORGE-LITTLE ROCK CSD,Matched,IA-GEORGE LITTLE ROCK COMMUNITY SCHOOL DISTRICT,0.7606,probable,,
COOPERSTOWN CSD,New York,NY,NY-COOPERSTOWN CSD,Matched,NY-COOPERSTOWN SCHOOL DISTRICT,0.7597,probable,,
ANNE ARUNDEL COUNTY PUBLIC SCHOOLS,Maryland,MD,MD-ANNE ARUNDEL COUNTY PUBLIC SCHOOLS,Matched,MD-COUNTY OF ANNE ARUNDEL SCHOOL DISTRICT,0.7586,probable,,
NORWOOD PUBLIC SCHOOL,New Jersey,NJ,NJ-NORWOOD PUBLIC SCHOOL,Matched,NJ-OAKLYN PUBLIC SCHOOL,0.7577,probable,,
ADAIRCASEY AND GUTHRIE CENTER SD,Iowa,IA,IA-ADAIRCASEY AND GUTHRIE CENTER SD,Matched,IA-GUTHRIE CENTER COMMUNITY SCHOOL DISTRICT,0.7573,probable,,
EFFINGHAM UNIT 40 SCHOOLS,Illinois,IL,IL-EFFINGHAM UNIT 40 SCHOOLS,Matched,IL-EFFINGHAM COMMUNITY UNIT SCHOOL DISTRICT 40,0.7571,probable,,
TRUCKEE DONNER RECREATION AND PARK DISTRICT,California,CA,CA-TRUCKEE DONNER RECREATION AND PARK DISTRICT,Matched,CA-LIVERMORE AREA RECREATION AND PARK DISTRICT,0.7568,probable,,
GRAND ISLAND CSD,New York,NY,NY-GRAND ISLAND CSD,Matched,NY-GRAND ISLAND SCHOOL DISTRICT,0.7533,probable,,
EVERETT PUBLIC SCHOOLS,Washington,WA,WA-EVERETT PUBLIC SCHOOLS,Matched,WA-IMPACT PUBLIC SCHOOLS,0.7532,probable,,
FOOTHILL-DE ANZA COMMUNITY COLLEGE,California,CA,CA-FOOTHILL-DE ANZA COMMUNITY COLLEGE,Matched,CA-FOOTHILL COLLEGE FOOTHILL-DEANZA CCD,0.7524,probable,,
MIAMI PUBLIC SCHOOLS,Oklahoma,OK,OK-MIAMI PUBLIC SCHOOLS,Matched,OK-UNION CITY PUBLIC SCHOOLS,0.7515,probable,,
FLOODWOOD SD,Minnesota,MN,MN-FLOODWOOD SD,Matched,MN-SCHOOL DISTRICT 108 NORWOOD,0.749,probable,,
OSAKIS PUBLIC SCHOOL,Minnesota,MN,MN-OSAKIS PUBLIC SCHOOL,Matched,MN-MOORHEAD PUBLIC SCHOOLS,0.7469,probable,,
DAVENPORT CSD,Iowa,IA,IA-DAVENPORT CSD,Matched,IA-DAVENPORT SCHOOLS,0.7468,probable,,
FAIRFAX COUNTY,Virginia,VA,VA-FAIRFAX COUNTY,Matched,VA-COUNTY OF FAIRFAX,0.7461,probable,,
DEWEY PUBLIC SCHOOLS,Oklahoma,OK,OK-DEWEY PUBLIC SCHOOLS,Matched,OK-UNION PUBLIC SCHOOLS 9,0.7454,probable,,
BLOOMFIELD CSD,New York,NY,NY-BLOOMFIELD CSD,Matched,NY-BLOOMFIELD SCHOOL DISTRICT,0.7437,probable,,
SPRINGFIELD PLATTEVIEW COMMUNITY SCHOOLS,Nebraska,NE,NE-SPRINGFIELD PLATTEVIEW COMMUNITY SCHOOLS,Matched,NE-SANTEE COMMUNITY SCHOOLS,0.7421,probable,,
MENDOCINO COAST HEALTH CARE DISTRICT,California,CA,CA-MENDOCINO COAST HEALTH CARE DISTRICT,Matched,CA-MARK TWAIN HEALTH CARE DISTRICT,0.7407,probable,,
TOWN OF WOODSTOCK,Vermont,VT,VT-TOWN OF WOODSTOCK,Matched,VT-TOWN OF WILLISTON,0.7401,probable,,
NORTH CLACKAMAS SCHOOLS,Oregon,OR,OR-N CLACKAMAS SCHOOLS,Matched,OR-NORTH CLACKAMAS SCHOOL DISTRICT,0.7398,probable,,
PRINCE GEORGES COUNTY PUBLIC SCHOOLS,Maryland,MD,MD-PRINCE GEORGES COUNTY PUBLIC SCHOOLS,Matched,MD-COUNTY OF PRINCE GEORGES SCHOOL DISTRICT,0.7376,probable,,
HIGHLINE PUBLIC SCHOOLS,Washington,WA,WA-HIGHLINE PUBLIC SCHOOLS,Matched,WA-WILLOW PUBLIC SCHOOLS,0.7375,probable,,
JEFF DAVIS PARISH,Louisiana,LA,LA-JEFF DAVIS PARISH,Matched,LA-PARISH OF JEFFERSON DAVIS,0.7373,probable,,
EASTERN WV COMMUNITY AND TECHNICAL COLLEGE,Washington,WA,WA-EASTERN WV COMMUNITY AND TECHNICAL COLLEGE,Matched,WA-WASHINGTON STATE BOARD FOR COMMUNITY AND TECHNICAL COLLEGES,0.7363,probable,,
LOUISVILLE AND JEFFERSON RIVERPORT AUTHORITY,Kentucky,KY,KY-LOUISVILLE AND JEFFERSON RIVERPORT AUTHORITY,Matched,KY-LOUISVILLE METRO HOUSING AUTHORITY,0.7358,probable,,
GRAND FORKS SD,North Carolina,NC,NC-GRAND FORKS SD,Matched,NC-GRAHAM COUNTY SCHOOL DISTRICT,0.735,probable,,
HENNESSEY PUBLIC SCHOOLS,Oklahoma,OK,OK-HENNESSEY PUBLIC SCHOOLS,Matched,OK-HENNESSEY SCHOOL DISTRICT,0.7347,probable,,
NEWCASTLE PUBLIC SCHOOLS,Oklahoma,OK,OK-NEWCASTLE PUBLIC SCHOOLS,Matched,OK-NEWCASTLE SCHOOL DISTRICT,0.7347,probable,,
UPPER ARLINGTON SCHOOLS,Ohio,OH,OH-UPPER ARLINGTON SCHOOLS,Matched,OH-UPPER ARLINGTON BOARD OF EDUCATION,0.7332,probable,,
LITTLETON SCHOOL DISTRICT SAU 84,Vermont,VT,VT-LITTLETON SCHOOL DISTRICT SAU 84,Matched,VT-MILL SCHOOL DISTRICT,0.7331,probable,,
WICOMICO COUNTY PUBLIC SCHOOLS,Maryland,MD,MD-WICOMICO COUNTY PUBLIC SCHOOLS,Matched,MD-COUNTY OF WICOMICO SCHOOL DISTRICT,0.7315,probable,,
BETHESDA COUNTY PUBLIC SCHOOLS,Maryland,MD,MD-BETHESDA COUNTY PUBLIC SCHOOLS,Matched,MD-COUNTY OF TALBOT PUBLIC SCHOOLS,0.7308,probable,,
OAK HARBOR PUBLIC SCHOOLS,Washington,WA,WA-OAK HARBOR PUBLIC SCHOOLS,Matched,WA-OAK HARBOR CHRISTIAN SCHOOL,0.7296,probable,,
DELAWARE COUNTY LIBRARY DISTRICT,Ohio,OH,OH-DELAWARE COUNTY LIBRARY DISTRICT,Matched,OH-DELAWARE CITY SCHOOL DISTRICT,0.7288,review,type_mismatch: COUNTY vs SCHOOL,OH-DELAWARE CITY SCHOOL DISTRICT (0.729) | OH-COUNTY OF DELAWARE (0.669) | OH-DELAWARE JOINT VOCATIONAL SCHOOL DISTRICT (0.621)
BETHLEHEM CSD,New York,NY,NY-BETHLEHEM CSD,Matched,NY-BETHLEHEM CENTRAL SCHOOLS,0.728,probable,,
SCARSDALE PUBLIC SCHOOLS,New York,NY,NY-SCARSDALE PUBLIC SCHOOLS,Matched,NY-EAST ROCKAWAY PUBLIC SCHOOLS,0.7268,probable,,
HARTNELL COLLEGE,California,CA,CA-HARTNELL COLLEGE,Matched,CA-LA COLLEGE,0.7267,probable,,
TACONIC AND GREEN REGIONAL SCHOOL DISTRICT,Vermont,VT,VT-TACONIC AND GREEN REGIONAL SCHOOL DISTRICT,Matched,VT-GEORGIA TOWN SCHOOL DISTRICT,0.724,probable,,
SOUTH COFFEYVILLE PUBLIC SCHOOLS,Oklahoma,OK,OK-S COFFEYVILLE PUBLIC SCHOOLS,Matched,OK-SOUTH COFFEYVILLE SCHOOL DISTRICT,0.724,probable,,
SIKESTON PUBLIC SCHOOLS,Missouri,MO,MO-SIKESTON PUBLIC SCHOOLS,Matched,MO-SIKESTON R-VI SCHOOL DISTRICT,0.7234,probable,,
DALLAS LOVE FIELD,Texas,TX,TX-DALLAS LOVE FIELD,Matched,TX-LAKE DALLAS ISD,0.7223,probable,,
COSUMNES RIVER COLLEGE,California,CA,CA-COSUMNES RIVER COLLEGE,Matched,CA-MOUNT SIERRA COLLEGE,0.7207,probable,,
RUSHFORD-PETERSON SCHOOLS,Minnesota,MN,MN-RUSHFORD-PETERSON SCHOOLS,Matched,MN-SCHOOL DISTRICT 239 RUSHFORD-PETERSON,0.7181,probable,,
CAIRO-DURHAM CSD,New York,NY,NY-CAIRO-DURHAM CSD,Matched,NY-CAIRO-DURHAM CENTRAL SCHOOL DISTRICT,0.7168,probable,,
WAYZATA PUBLIC SCHOOLS,Minnesota,MN,MN-WAYZATA PUBLIC SCHOOLS,Matched,MN-UNDERWOOD PUBLIC SCHOOLS,0.7135,probable,,
CENTRAL DEWITT CSD,Iowa,IA,IA-CENTRAL DEWITT CSD,Matched,IA-CENTRAL DEWITT COMMUNITY SCHOOL DISTRICT,0.7113,probable,,
OLATHE PUBLIC SCHOOLS,Kansas,KS,KS-OLATHE PUBLIC SCHOOLS,Matched,KS-LACROSSE PUBLIC SCHOOLS RUSH COUNTY,0.7099,probable,,
MODESTO JUNIOR COLLEGE,California,CA,CA-MODESTO JUNIOR COLLEGE,Matched,CA-CAMBRIDGE JUNIOR COLLEGE,0.709,probable,,
ST CHARLES CLOUD CUSD 303,Illinois,IL,IL-ST CHARLES CLOUD CUSD 303,Matched,IL-ST CHARLES COMMUNITY UNIT SCHOOL DISTRICT 303,0.7074,probable,,
CANAJOHARIE CSD,New York,NY,NY-CANAJOHARIE CSD,Matched,NY-CANAJOHARIE CENTRAL SCHOOL DISTRICT,0.7036,probable,,
CITY OF PITTSVILLE,Massachusetts,MA,MA-CITY OF PITTSVILLE,Matched,MA-CITY OF PITTSFIELD,0.7034,review,city_mismatch: PITTSVILLE vs PITTSFIELD,MA-CITY OF PITTSFIELD (0.703) | MA-CITY OF SOMERVILLE (0.650) | MA-TOWN OF PLAINVILLE (0.602)
DUNDEE TOWNSHIP PARK DISTRICT,Illinois,IL,IL-DUNDEE TOWNSHIP PARK DISTRICT,Matched,IL-TOWNSHIP OF DUNDEE,0.6992,review,,IL-TOWNSHIP OF DUNDEE (0.699) | IL-NILES TOWNSHIP DISTRICT FOR SPECIAL EDUCATION (0.669) | IL-WHEELING PARK DISTRICT (0.649)
EAST BATON ROUGH SCHOOLS,Louisiana,LA,LA-E BATON ROUGH SCHOOLS,Matched,LA-EAST BATON ROUGE PARISH SCHOOL BOARD,0.6926,review,,LA-EAST BATON ROUGE PARISH SCHOOL BOARD (0.693) | LA-CAMERON PARISH SCHOOLS (0.662) | LA-AUDOBON CHARTER SCHOOLS (0.662)
SAN BERNARDINO TRANSPORTATION AUTHORITY,California,CA,CA-SAN BERNARDINO TRANSPORTATION AUTHORITY,Matched,CA-CSU SAN BERNARDINO,0.6919,review,city_match: SAN BERNARDINO,CA-CSU SAN BERNARDINO (0.692) | CA-SAN BERNARDINO CITY UNIFIED SCHOOL DISTRICT (0.657) | CA-SAN ELIJO JOINT POWERS AUTHORITY (0.649)
LA MESA-SPRING VALLEY SCHOOLS,California,CA,CA-LA MESA-SPRING VALLEY SCHOOLS,Matched,CA-DIABLO VALLEY SCHOOLS,0.6913,review,,CA-DIABLO VALLEY SCHOOLS (0.691) | CA-SILICON VALLEY SCHOOL (0.687) | CA-EAST VALLEY SCHOOL TRANSPORTATION (0.686)
MAYFIELD CSD,New York,NY,NY-MAYFIELD CSD,Matched,NY-MAYFIELD CENTRAL SCHOOLS,0.6902,review,,NY-MAYFIELD CENTRAL SCHOOLS (0.690) | NY-MAYFIELD FIRE DISTRICT 2 (0.634) | NY-FRIENDS ACADEMY (0.600)
NEWTON PUBLIC SCHOOLS,Kansas,KS,KS-NEWTON PUBLIC SCHOOLS,Matched,KS-QUINTER PUBLIC SCHOOLS GOVE COUNTY,0.6894,review,,KS-QUINTER PUBLIC SCHOOLS GOVE COUNTY (0.689) | KS-GOESSEL PUBLIC SCHOOLS MARION COUNTY (0.673) | KS-INGALLS PUBLIC SCHOOLS GRAY COUNTY (0.670)
SWEET HOME CSD,New York,NY,NY-SWEET HOME CSD,Matched,NY-SWEET HOME CENTRAL SCHOOL DISTRICT,0.6876,review,,NY-SWEET HOME CENTRAL SCHOOL DISTRICT (0.688) | NY-JAMES STREET ACADEMY (0.577) | NY-HOPE HOSE 1 (0.550)
DUANESBURG CSD,New York,NY,NY-DUANESBURG CSD,Matched,NY-DUANESBURG CENTRAL SCHOOL DISTRICT,0.6876,review,,NY-DUANESBURG CENTRAL SCHOOL DISTRICT (0.688) | NY-TOWN OF DUANESBURG (0.629) | NY-NEWBURGH ENLARGED CSD (0.621)
